13	16
14	254
15	16
16	254
23	30
24	268
27	16
28	254
49	16
50	254
51	16
52	254
53	16
54	254
67	16
68	254
69	16
70	254
79	16
80	254
81	16
82	254
83	16
84	254
85	16
86	254
103	16
104	254
105	16
106	254
117	16
118	254
119	254
120	16
127	254
128	16
129	254
130	16
143	16
144	254
145	16
146	254
151	16
152	254
153	254
154	16
155	16
156	254
157	16
158	254
179	254
180	16
181	16
182	254
183	16
184	254
191	254
192	16
193	254
194	16
205	16
206	254
209	16
210	254
211	16
212	254
213	16
214	254
215	16
216	254
217	30
218	268
233	30
234	268
235	30
236	268
237	30
238	268
261	16
262	254
263	16
264	254
265	16
266	254
267	16
268	254
269	16
270	254
271	16
272	254
273	16
274	254
275	16
276	254
277	16
278	254
281	16
282	254
283	16
284	254
285	16
286	254
287	16
288	254
289	254
290	16
291	16
292	254
295	16
296	254
299	16
300	254
301	16
302	254
303	16
304	254
305	16
306	254
307	16
308	254
309	16
310	254
311	16
312	254
313	16
314	254
321	16
322	254
323	16
324	254
325	16
326	254
327	16
328	254
329	16
330	254
339	16
340	254
341	16
342	254
343	16
344	254
345	16
346	254
347	16
348	254
349	30
350	268
351	30
352	268
355	30
356	268
357	30
358	268
359	30
360	268
361	30
362	268
363	30
364	268
365	30
366	268
367	30
368	268
369	30
370	268
371	16
372	254
375	30
376	268
377	30
378	268
387	30
388	268
397	16
398	254
401	30
402	268
405	30
406	268
435	30
436	268
439	16
440	254
449	30
450	268
471	16
472	254
475	30
476	268
477	30
478	268
481	30
482	268
491	30
492	268
493	30
494	268
495	16
496	254
517	30
518	268
519	30
520	268
523	30
524	268
525	30
526	268
527	30
528	268
533	16
534	254
535	16
536	254
555	30
556	268
557	30
558	268
559	30
560	268
561	30
562	268
563	30
564	268
565	30
566	268
575	30
576	268
577	16
578	254
579	16
580	254
581	16
582	254
583	30
584	268
585	254
586	16
587	16
588	254
589	16
590	254
591	30
592	268
593	30
594	268
595	30
596	268
597	30
598	268
599	30
600	268
601	30
602	268
603	30
604	268
605	30
606	268
607	30
608	268
613	30
614	268
615	30
616	268
617	30
618	268
619	30
620	268
621	30
622	268
623	30
624	268
625	30
626	268
629	30
630	268
631	30
632	268
633	30
634	268
635	30
636	268
637	16
638	254
639	30
640	268
641	30
642	268
643	30
644	268
645	16
646	254
651	16
652	254
653	16
654	254
661	16
662	254
663	16
664	254
665	16
666	254
667	16
668	254
671	16
672	254
713	16
714	254
715	16
716	254
717	16
718	254
719	16
720	254
721	16
722	254
723	16
724	254
725	16
726	254
727	498
728	736
741	16
742	254
743	30
744	268
745	30
746	268
747	30
748	268
757	30
758	268
759	30
760	268
763	30
764	268
765	512
766	750
767	16
768	254
769	30
770	268
771	736
772	498
773	414
774	652
783	30
784	268
785	764
786	526
787	30
788	268
789	30
790	268
791	30
792	268
793	30
794	268
795	30
796	268
797	30
798	268
799	30
800	268
801	30
802	268
817	30
818	268
825	30
826	268
827	16
828	254
829	778
830	540
835	30
836	268
837	30
838	268
867	30
868	268
875	30
876	268
877	30
878	268
879	30
880	268
881	30
882	268
889	30
890	268
891	30
892	268
893	30
894	268
895	30
896	268
903	414
904	652
911	526
912	764
