1	16
2	254
3	30
4	268
5	16
6	254
7	16
8	254
9	16
10	254
11	16
12	254
13	16
14	254
15	16
16	254
17	254
18	16
19	30
20	268
21	30
22	268
23	30
24	268
25	16
26	254
27	16
28	254
29	30
30	268
31	30
32	268
33	30
34	268
35	30
36	268
37	30
38	268
39	30
40	268
41	30
42	268
43	268
44	30
45	30
46	268
47	268
48	30
49	16
50	254
51	16
52	254
53	16
54	254
55	254
56	16
57	16
58	254
59	16
60	254
61	16
62	254
63	254
64	16
65	16
66	254
67	16
68	254
69	16
70	254
71	30
72	268
73	16
74	254
75	268
76	30
77	30
78	268
79	16
80	254
81	16
82	254
83	16
84	254
85	16
86	254
87	16
88	254
89	16
90	254
91	30
92	268
93	16
94	254
95	16
96	254
97	16
98	254
99	16
100	254
101	16
102	254
103	16
104	254
105	16
106	254
107	268
108	30
109	16
110	254
111	16
112	254
113	16
114	254
115	254
116	16
117	16
118	254
119	254
120	16
121	16
122	254
123	16
124	254
125	16
126	254
127	254
128	16
129	254
130	16
131	254
132	16
133	16
134	254
135	16
136	254
137	16
138	254
139	16
140	254
141	380
142	142
143	16
144	254
145	16
146	254
147	16
148	254
149	16
150	254
151	16
152	254
153	254
154	16
155	16
156	254
157	16
158	254
159	16
160	254
161	16
162	254
163	16
164	254
165	16
166	254
167	16
168	254
169	16
170	254
171	16
172	254
173	30
174	268
175	30
176	268
177	30
178	268
179	254
180	16
181	16
182	254
183	16
184	254
185	16
186	254
187	16
188	254
189	16
190	254
191	254
192	16
193	254
194	16
195	16
196	254
197	16
198	254
199	16
200	254
201	16
202	254
203	16
204	254
205	16
206	254
207	16
208	254
209	16
210	254
211	16
212	254
213	16
214	254
215	16
216	254
217	30
218	268
219	16
220	254
221	16
222	254
223	16
224	254
225	16
226	254
227	16
228	254
229	16
230	254
231	30
232	268
233	30
234	268
235	30
236	268
237	30
238	268
239	16
240	254
241	16
242	254
243	16
244	254
245	16
246	254
247	254
248	16
249	16
250	254
251	142
252	380
253	16
254	254
255	16
256	254
257	16
258	254
259	16
260	254
261	16
262	254
263	16
264	254
265	16
266	254
267	16
268	254
269	16
270	254
271	16
272	254
273	16
274	254
275	16
276	254
277	16
278	254
279	16
280	254
281	16
282	254
283	16
284	254
285	16
286	254
287	16
288	254
289	254
290	16
291	16
292	254
293	380
294	142
295	16
296	254
297	16
298	254
299	16
300	254
301	16
302	254
303	16
304	254
305	16
306	254
307	16
308	254
309	16
310	254
311	16
312	254
313	16
314	254
315	16
316	254
317	16
318	254
319	16
320	254
321	16
322	254
323	16
324	254
325	16
326	254
327	16
328	254
329	16
330	254
331	16
332	254
333	16
334	254
335	16
336	254
337	16
338	254
339	16
340	254
341	16
342	254
343	16
344	254
345	16
346	254
347	16
348	254
349	30
350	268
351	30
352	268
353	30
354	268
355	30
356	268
357	30
358	268
359	30
360	268
361	30
362	268
363	30
364	268
365	30
366	268
367	30
368	268
369	30
370	268
371	16
372	254
373	30
374	268
375	30
376	268
377	30
378	268
379	30
380	268
381	30
382	268
383	30
384	268
385	30
386	268
387	30
388	268
389	16
390	254
391	30
392	268
393	30
394	268
395	30
396	268
397	16
398	254
399	16
400	254
401	30
402	268
403	30
404	268
405	30
406	268
407	16
408	254
409	30
410	268
411	30
412	268
413	30
414	268
415	30
416	268
417	30
418	268
419	30
420	268
421	30
422	268
423	30
424	268
425	30
426	268
427	30
428	268
429	30
430	268
431	30
432	268
433	30
434	268
435	30
436	268
437	16
438	254
439	16
440	254
441	30
442	268
443	16
444	254
445	16
446	254
447	16
448	254
449	30
450	268
451	16
452	254
453	16
454	254
455	16
456	254
457	30
458	268
459	30
460	268
461	30
462	268
463	30
464	268
465	30
466	268
467	30
468	268
469	30
470	268
471	16
472	254
473	30
474	268
475	30
476	268
477	30
478	268
479	30
480	268
481	30
482	268
483	16
484	254
485	16
486	254
487	16
488	254
489	30
490	268
491	30
492	268
493	30
494	268
495	16
496	254
497	16
498	254
499	16
500	254
501	16
502	254
503	16
504	254
505	268
506	30
507	16
508	254
509	16
510	254
511	30
512	268
513	30
514	268
515	16
516	254
517	30
518	268
519	30
520	268
521	30
522	268
523	30
524	268
525	30
526	268
527	30
528	268
529	16
530	254
531	16
532	254
533	16
534	254
535	16
536	254
537	16
538	254
539	16
540	254
541	16
542	254
543	16
544	254
545	16
546	254
547	16
548	254
549	16
550	254
551	16
552	254
553	16
554	254
555	30
556	268
557	30
558	268
559	30
560	268
561	30
562	268
563	30
564	268
565	30
566	268
567	30
568	268
569	30
570	268
571	30
572	268
573	30
574	268
575	30
576	268
577	16
578	254
579	16
580	254
581	16
582	254
583	30
584	268
585	254
586	16
587	16
588	254
589	16
590	254
591	30
592	268
593	30
594	268
595	30
596	268
597	30
598	268
599	30
600	268
601	30
602	268
603	30
604	268
605	30
606	268
607	30
608	268
609	16
610	254
611	30
612	268
613	30
614	268
615	30
616	268
617	30
618	268
619	30
620	268
621	30
622	268
623	30
624	268
625	30
626	268
627	30
628	268
629	30
630	268
631	30
632	268
633	30
634	268
635	30
636	268
637	16
638	254
639	30
640	268
641	30
642	268
643	30
644	268
645	16
646	254
647	30
648	268
649	16
650	254
651	16
652	254
653	16
654	254
655	30
656	268
657	16
658	254
659	16
660	254
661	16
662	254
663	16
664	254
665	16
666	254
667	16
668	254
669	16
670	254
671	16
672	254
673	16
674	254
675	16
676	254
677	30
678	268
679	30
680	268
681	30
682	268
683	30
684	268
685	30
686	268
687	30
688	268
689	30
690	268
691	30
692	268
693	30
694	268
695	16
696	254
697	16
698	254
699	16
700	254
701	16
702	254
703	16
704	254
705	16
706	254
707	30
708	268
709	16
710	254
711	16
712	254
713	16
714	254
715	16
716	254
717	16
718	254
719	16
720	254
721	16
722	254
723	16
724	254
725	16
726	254
727	16
728	254
729	30
730	268
731	30
732	268
733	30
734	268
735	30
736	268
737	30
738	268
739	30
740	268
741	16
742	254
743	30
744	268
745	30
746	268
747	30
748	268
749	30
750	268
751	30
752	268
753	30
754	268
755	30
756	268
757	30
758	268
759	30
760	268
761	30
762	268
763	30
764	268
765	16
766	254
767	16
768	254
769	30
770	268
771	16
772	254
773	16
774	254
775	30
776	268
777	16
778	254
779	16
780	254
781	16
782	254
783	30
784	268
785	16
786	254
787	30
788	268
789	30
790	268
791	30
792	268
793	30
794	268
795	30
796	268
797	30
798	268
799	30
800	268
801	30
802	268
803	30
804	268
805	30
806	268
807	30
808	268
809	16
810	254
811	30
812	268
813	30
814	268
815	30
816	268
817	30
818	268
819	30
820	268
821	30
822	268
823	30
824	268
825	30
826	268
827	16
828	254
829	16
830	254
831	16
832	254
833	16
834	254
835	30
836	268
837	30
838	268
839	16
840	254
841	16
842	254
843	16
844	254
845	16
846	254
847	16
848	254
849	16
850	254
851	30
852	268
853	30
854	268
855	30
856	268
857	16
858	254
859	30
860	268
861	16
862	254
863	16
864	254
865	30
866	268
867	30
868	268
869	16
870	254
871	72
872	310
873	414
874	652
875	30
876	268
877	30
878	268
879	30
880	268
881	30
882	268
883	30
884	268
885	30
886	268
887	30
888	268
889	30
890	268
891	30
892	268
893	30
894	268
895	30
896	268
897	30
898	268
899	30
900	268
901	30
902	268
903	470
904	708
905	540
906	778
907	30
908	268
909	722
910	484
911	778
912	540
913	30
914	268
915	16
916	254
